# name fluence width dm_obs dm_exc_ne2001 dm_exc_ymw16
FRB20190531C 1.200000 5.898240 478.037902 345.575423 359.100548
FRB20190531E 6.453634 1.966080 328.088587 295.687217 305.337117
FRB20190601A 2.700000 3.932160 2227.879711 2194.728359 2203.011851
FRB20190601B 7.826795 24.576001 787.832717 745.780966 754.706203
FRB20190601D 5.187545 11.796480 668.368385 604.475298 602.005647
FRB20190601C 5.800000 5.898240 424.006736 239.612772 141.750658
FRB20190601C 5.800000 5.898240 424.006736 239.612772 141.750658
FRB20190603B 2.651601 4.915200 504.238270 403.850378 372.125492
FRB20190604D 2.036884 1.966080 1020.783352 995.949037 1000.331235
FRB20190604E 2.538117 2.949120 1218.578088 1192.499821 1193.316008
FRB20190604C 24.816042 19.660799 515.634888 351.767161 271.145831
FRB20190604G 4.659870 3.932160 233.073227 181.569145 186.216610
FRB20190605C 3.001221 1.966080 187.711948 149.810968 160.222299
FRB20190605D 2.940715 2.949120 1656.662540 1607.660109 1615.845828
FRB20190606B 16.128517 5.898240 277.485827 222.467202 225.262300
FRB20190607C 2.223936 5.898240 310.614234 266.486297 272.773582
FRB20190607A 22.511618 4.915200 562.414538 518.498576 527.285215
FRB20190607B 3.338087 1.966080 289.429464 150.826003 127.143113
FRB20190608A 1.673249 1.966080 722.111755 683.321852 691.304032
FRB20190609A 5.077084 11.796480 316.719105 258.685473 259.558640
FRB20190609A 5.077084 11.796480 316.719105 258.685473 259.558640
FRB20190609B 4.307809 1.966080 292.148318 238.866279 242.478960
FRB20190609D 2.703187 3.932160 511.662916 454.089397 454.310108
FRB20190612A 26.011509 64.880642 432.649659 390.989611 399.167107
FRB20190612B 3.625351 1.966080 187.486470 159.619644 161.607025
FRB20190612C 13.221942 3.932160 1641.495768 1533.499849 1497.881625
FRB20190613A 7.558074 6.881280 714.611099 660.995176 672.138758
FRB20190613B 1.439365 1.966080 285.097652 116.280278 59.617158
FRB20190614A 1.299843 2.949120 1063.949008 1011.069832 1014.863726
FRB20190614B 6.912899 2.949120 581.830396 526.886332 534.913958
FRB20190614C 3.271756 6.881280 589.073822 531.589559 540.077354
FRB20190616A 1.474454 1.966080 212.534830 187.079207 187.775257
FRB20190617A 16.268706 3.932160 195.753606 148.407752 154.257106
FRB20190617B 5.522671 6.881280 272.641094 228.846370 224.023187
FRB20190617C 4.068906 13.762560 639.028613 593.662669 601.711328
FRB20190618A 1.948144 1.966080 228.926484 151.774632 164.742844
FRB20190618B 9.690747 1.966080 503.841898 356.193612 350.025611
FRB20190619A 3.249691 1.966080 899.904209 862.164958 870.969989
FRB20190619B 0.840467 1.966080 270.568380 224.493015 230.358541
FRB20190619C 2.651131 1.966080 488.063632 418.519049 419.655853
FRB20190619D 4.866032 32.440319 378.565236 314.489758 308.389245
FRB20190621B 1.537396 2.949120 1061.169975 1030.274378 1038.580181
FRB20190621C 1.728758 1.966080 570.328136 544.739525 547.863329
FRB20190621D 2.992392 7.864321 647.321497 598.651695 603.770238
FRB20190622A 1.280000 2.949120 1122.837608 1066.088736 1068.230542
FRB20190623A 0.860000 1.966080 1082.131714 1007.688566 1022.220224
FRB20190623B 2.892912 1.966080 1556.841695 1413.095518 1422.066264
FRB20190623C 5.900000 1.966080 1049.930775 1000.513512 1005.677032
FRB20190624A 2.831742 6.881280 973.796167 935.984307 944.572765
FRB20190624B 5.572536 1.966080 213.925591 139.300836 132.802988
FRB20190625A 10.359791 58.982400 302.119415 278.863589 278.813323
FRB20190625C 4.413910 1.966080 442.170548 365.682757 336.659094
FRB20190625D 10.778605 1.966080 717.791032 616.900567 587.848859
FRB20190627A 1.617865 1.966080 404.265032 373.850084 381.711525
FRB20190627B 11.434828 2.949120 430.289444 388.234392 396.636302
FRB20190627C 12.557191 2.949120 968.485724 920.531428 925.754524
FRB20190627D 1.806104 7.864320 2002.119498 1869.821886 1860.809787
FRB20190628A 1.133257 1.966080 745.799080 715.981468 723.904355
FRB20190628B 2.114116 1.966080 407.976406 361.226492 366.660040
FRB20190628C 9.536243 14.745600 1747.850515 1648.243499 1646.694633
FRB20190629A 2.930654 3.932160 503.656344 468.518466 477.014734
FRB20190630B 15.045701 17.694720 652.030659 501.570794 516.951236
FRB20190630C 1.847139 2.949120 1660.251681 1591.984274 1586.209170
FRB20190630D 2.878602 1.966080 323.486111 279.882056 287.377027
FRB20190701A 1.825358 1.966080 637.088347 582.800194 587.785227
FRB20190701B 2.182461 1.966080 749.145935 687.885464 688.262834
FRB20190701C 1.803820 1.966080 973.786437 915.027380 915.647895
FRB20190701D 8.255297 9.830400 933.370992 877.272140 879.295454
FRB20190701E 2.008880 2.949120 890.493537 848.038556 856.944659
FRB20190702C 3.873569 4.915200 1560.940849 1507.384053 1510.470265
FRB20190708A 5.338823 2.949120 849.328875 804.484970 811.969894
FRB20190710B 0.745545 1.966080 260.400780 151.774956 112.409440
FRB20190710C 19.820812 2.949120 763.901572 623.029334 558.259396
FRB20190710A 2.948981 1.966080 203.926040 162.290841 171.376839
FRB20190712A 3.473444 1.966080 682.407569 630.322264 624.705420
FRB20190712B 34.488822 1.966080 372.212017 338.077534 348.133718
FRB20190713A 1.076481 1.966080 334.783929 211.569306 157.534097
FRB20190713B 1.093529 1.966080 416.057395 383.356011 394.913506
FRB20190714D 2.824038 4.915200 1983.871460 1535.128198 1624.816015
FRB20190714C 2.038998 7.864320 1068.294533 1018.796875 1022.576666
FRB20190715C 4.101371 15.728640 880.672432 848.412332 856.308901
FRB20190715B 21.059917 1.966080 182.289222 147.348049 156.535921
FRB20190716D 2.774239 1.966080 651.343433 616.532775 624.344092
FRB20190716B 7.799597 8.847360 256.574706 206.669767 211.364651
FRB20190716A 1.418469 2.949120 481.759483 381.424460 402.402946
FRB20190720B 0.438781 2.949120 687.933828 435.879916 301.658016
FRB20190720A 6.600647 2.949120 432.996398 324.639023 323.460045
FRB20190721D 18.719408 4.915200 542.327561 496.017050 503.719124
FRB20190722B 6.835648 2.949120 508.426464 451.934081 453.755580
FRB20190722A 2.657361 13.762560 251.458747 182.599075 176.484126
FRB20190723A 2.491714 6.881280 366.656406 324.496725 334.022206
FRB20190725A 1.838736 1.966080 363.099015 334.576873 350.675310
FRB20190726A 16.399524 1.966080 288.024604 234.811730 236.779585
FRB20190727B 0.351462 1.966080 729.534957 700.264784 707.954202
FRB20190727A 4.920534 3.932160 596.724666 505.160377 511.019292
FRB20190728A 1.104206 1.966080 384.760762 235.520944 191.523816
FRB20190729A 2.197568 7.864320 618.152837 587.298765 592.461060
FRB20190804D 1.433461 0.983040 416.069446 330.667134 311.320153
FRB20190804C 4.671238 8.847360 648.505696 550.730497 523.280129
FRB20190804B 0.566036 1.966080 716.045409 679.389805 687.353665
FRB20190805D 2.451499 6.881280 261.846664 222.597692 229.513926
FRB20190805C 3.926785 11.796480 1183.230400 1149.000543 1156.354064
FRB20190805E 4.287105 8.847360 321.415107 278.997304 285.277987
FRB20190805E 4.287105 8.847360 321.415107 278.997304 285.277987
FRB20190805A 0.505182 1.966080 773.806666 681.705160 657.028670
FRB20190806C 5.261219 30.474243 1503.086167 1441.736316 1441.680420
FRB20190806C 5.261219 30.474243 1503.086167 1441.736316 1441.680420
FRB20190806C 5.261219 30.474243 1503.086167 1441.736316 1441.680420
FRB20190806B 5.414464 2.949120 849.987229 790.849874 789.394377
FRB20190806B 5.414464 2.949120 849.987229 790.849874 789.394377
FRB20190807B 11.240002 17.694719 396.630485 351.848354 360.090854
FRB20190807A 2.797040 8.847360 1480.583315 1289.788788 1167.499617
FRB20190808A 1.693368 7.864320 793.017032 607.282725 565.083223
FRB20190809C 2.846734 29.491199 832.844479 651.551118 632.225693
FRB20190809B 1.854687 8.847360 1207.997742 1037.481309 949.514741
FRB20190810F 1.583365 1.966080 394.714691 334.739687 344.622086
FRB20190810C 6.208028 3.932160 776.730415 645.231308 620.143811
FRB20190811C 2.429313 1.966080 801.320768 712.679772 682.327076
FRB20190811B 5.886679 14.745601 444.022808 404.882928 414.276558
FRB20190811A 1.084666 1.966080 951.179751 913.919692 921.471782
FRB20190812A 14.243207 1.966080 254.452855 206.072766 213.241531
FRB20190812C 14.667917 1.966080 341.191422 291.810326 300.062775
FRB20190812B 4.202847 6.881279 813.123429 680.981985 675.766211
FRB20190813C 3.647035 3.932159 1921.959709 1873.536528 1879.114485
FRB20190813B 9.147038 5.898239 249.582802 197.606122 201.823765
FRB20190813A 6.789446 4.915200 408.639489 315.923380 290.980488
FRB20190814A 1.516770 1.966080 376.009354 337.096067 344.197023
FRB20190815D 7.996196 1.966080 803.736196 770.266034 777.896458
FRB20190815C 6.049453 1.966080 1494.258626 1407.749407 1388.327465
FRB20190815B 8.630205 4.915200 701.381897 670.585498 678.927178
FRB20190816B 95.023161 3.932160 884.863442 551.979998 635.428735
FRB20190816A 14.565784 6.881281 827.942139 777.030388 781.645237
FRB20190817E 3.663031 5.898239 438.426356 401.848313 409.420346
FRB20190817C 1.392816 1.966080 1047.545137 1013.905781 1022.665945
FRB20190817B 3.596252 18.677757 577.691320 557.653500 558.052732
FRB20190818D 0.583302 5.898240 682.820783 498.509412 491.609811
FRB20190818C 3.549235 2.949120 555.254060 386.352574 284.357010
FRB20190818B 3.629175 3.932159 460.951996 347.692253 303.540735
FRB20190818A 1.403147 1.966080 266.041910 235.417029 244.520455
FRB20190819A 2.223648 1.966080 824.831797 673.476049 661.884779
FRB20190820B 1.732296 1.966080 846.912425 791.746959 801.755249
FRB20190820A 11.207231 15.728641 1526.301682 1025.736237 1009.012810
FRB20190821E 3.940655 3.932159 351.570996 288.123677 294.438645
FRB20190821D 1.269617 2.949120 296.105038 226.013467 232.986083
FRB20190821C 11.519664 3.932160 521.803795 445.276823 433.017636
FRB20190821B 4.504153 1.966080 163.387427 102.315179 103.323230
FRB20190821A 15.541075 13.762561 535.767340 491.058491 497.377809
FRB20190822A 2.031957 4.915200 1625.478912 1600.686903 1605.006302
FRB20190823A 3.452711 5.898239 1440.507937 1389.624953 1394.240714
FRB20190824E 5.173790 14.745598 570.425151 528.080291 536.451347
FRB20190824D 4.063633 1.966081 2288.318267 2211.132281 2198.985488
FRB20190824I 10.594589 1.966081 585.659642 544.567321 554.983548
FRB20190824C 3.662584 1.966080 377.796203 333.329381 339.921930
FRB20190824B 3.582786 33.423371 397.542108 373.640277 377.221501
FRB20190825G 1.119722 1.966080 636.854234 559.599503 549.470534
FRB20190825E 3.198613 1.966081 450.842493 267.232908 209.786269
FRB20190825D 2.724915 21.626877 711.829633 537.797378 492.916248
FRB20190826B 16.722465 2.949121 313.429522 237.673081 226.363686
FRB20190826A 11.803584 18.677757 2310.264083 2256.045265 2259.068479
FRB20190827A 5.528834 11.796478 701.095880 564.709718 500.826834
FRB20190829B 1.508306 5.898240 1398.681117 1267.269976 1258.412241
FRB20190829C 1.208284 1.966080 435.161074 286.724758 246.994910
FRB20190829A 5.850104 3.932160 771.766318 722.903758 728.315377
FRB20190901B 12.440487 1.966080 762.675504 706.415725 717.378267
FRB20190901A 1.244397 1.966080 131.642212 64.276405 55.661008
FRB20190902C 1.793003 1.966080 845.083173 800.520157 806.314115
FRB20190902D 1.745126 1.966080 178.223091 127.203755 135.727142
FRB20190902B 2.201392 1.966080 758.177470 577.354416 485.476211
FRB20190902E 4.026459 1.966080 1660.829471 1496.956725 1403.335113
FRB20190902A 2.651782 3.932160 577.752985 525.047817 528.851815
FRB20190903D 0.920181 1.966080 707.217964 684.533444 684.606558
FRB20190903C 4.826731 1.966080 876.969192 752.442009 739.176236
FRB20190903A 12.308531 1.966080 213.145073 158.787868 161.993013
FRB20190903B 1.580338 1.966080 794.279134 718.452907 696.979905
FRB20190903E 5.757152 1.966080 543.505509 523.208184 524.353190
FRB20190904A 7.028440 20.643840 906.113532 828.767102 794.854667
FRB20190905B 5.143160 2.949120 252.872671 187.165508 201.486854
FRB20190907C 17.999207 3.932160 458.036657 411.233592 416.726873
FRB20190907B 4.436874 2.949120 619.112988 507.224031 466.742119
FRB20190910B 1.801148 1.966080 1048.195305 1016.515855 1024.297996
FRB20190912F 4.511576 4.915200 574.668508 529.584879 535.555944
FRB20190912F 4.511576 4.915200 574.668508 529.584879 535.555944
FRB20190912F 4.511576 4.915200 574.668508 529.584879 535.555944
FRB20190912A 2.957703 1.966080 211.800470 178.747159 182.065431
FRB20190912E 2.766671 1.966080 584.231518 453.580366 422.594619
FRB20190912B 13.498406 5.898240 129.178259 96.165311 104.767005
FRB20190912D 1.647382 1.966080 786.114326 575.880655 434.850165
FRB20190912C 2.307512 1.966080 337.625162 142.665996 13.359136
FRB20190913D 6.916498 23.592960 1084.508320 1032.676049 1036.880162
FRB20190913A 4.651119 2.949120 225.698892 125.879570 95.180802
FRB20190913B 2.009698 12.779520 346.822194 259.908668 236.342354
FRB20190913E 3.067688 4.915200 850.178528 819.987216 827.776631
FRB20190914B 7.184286 8.847360 535.167320 273.693813 255.731055
FRB20190914A 5.818234 7.864320 477.451135 441.695426 451.773824
FRB20190915F 3.453890 1.966080 221.668126 186.850243 190.331564
FRB20190915E 14.261681 7.864320 370.143828 270.127892 239.167589
FRB20190915E 14.261681 7.864320 370.143828 270.127892 239.167589
FRB20190915E 14.261681 7.864320 370.143828 270.127892 239.167589
FRB20190915B 1.697410 1.966080 977.819916 956.633367 958.169080
FRB20190916A 2.625843 3.932160 1085.418753 933.185581 899.689518
FRB20190917A 11.361438 14.745600 525.042472 479.778782 485.515578
FRB20190918F 0.811430 2.949120 768.753647 732.049481 738.920076
FRB20190918E 6.386230 33.423360 541.266902 501.573455 508.944182
FRB20190918D 3.062993 1.966080 673.776340 637.068260 646.400345
FRB20190918C 18.308268 20.643840 469.319858 402.844525 398.672263
FRB20190918B 2.581004 11.796480 485.605607 303.121769 208.953006
FRB20190918A 2.418441 1.966080 1385.737182 1217.880056 1137.719202
FRB20190919D 3.771555 3.932160 407.074784 246.549651 197.672098
FRB20190919C 6.582689 9.830400 657.516703 617.121698 625.360841
FRB20190919B 6.048508 4.915200 1699.198384 1667.655528 1683.440715
FRB20190919A 5.553205 2.949120 1112.447990 1079.471272 1087.067940
FRB20190920A 21.329440 2.949120 841.882875 821.939125 822.163485
FRB20190922A 3.482833 1.966080 199.297732 159.576277 166.062588
FRB20190923A 2.763902 4.915200 523.378185 503.323702 503.944329
FRB20190924A 3.520702 1.966080 497.591073 427.359412 438.105713
FRB20190925B 37.694910 2.949120 722.386713 642.187059 624.355324
FRB20190925E 0.751646 1.966080 367.510970 332.173754 343.689354
FRB20190926D 1.680628 1.966080 1008.268713 897.272256 900.617221
FRB20190926C 1.749517 1.966080 712.641007 657.114668 659.660273
FRB20190927D 4.202072 1.966080 998.778790 895.924714 896.968473
FRB20190927C 3.488287 2.949120 542.135461 378.710352 298.883162
FRB20190927B 2.431774 5.898240 983.677391 943.693603 953.152561
FRB20190927A 2.643615 1.966080 384.504005 348.818123 360.890759
FRB20190928A 2.077228 1.966080 143.146010 100.293678 106.855863
FRB20190929D 2.638538 1.966080 510.963128 406.380280 407.599540
FRB20190929B 2.713176 1.966080 376.968268 213.038146 109.371379
FRB20191009A 1.118581 4.915200 790.009245 755.365538 762.562463
FRB20191010B 3.196042 1.966080 554.013592 279.800391 248.993874
FRB20191010A 4.599507 9.830400 1218.201944 1179.278588 1187.207935
FRB20191012B 0.905723 1.966080 613.850364 579.328200 591.615097
FRB20191013C 3.078814 3.932160 229.148487 194.739175 203.348420
FRB20191013C 3.078814 3.932160 229.148487 194.739175 203.348420
FRB20191014B 2.680262 2.949120 278.165117 168.127648 105.897454
FRB20191014A 3.074066 9.830400 1229.824149 1164.414812 1160.596140
FRB20191015B 3.989489 5.898240 338.694353 303.886432 311.716307
FRB20191015A 3.659180 6.881281 701.914315 664.901674 672.291887
FRB20191016A 0.894672 6.881280 369.729371 327.213394 333.603292
FRB20191016A 0.894672 6.881280 369.729371 327.213394 333.603292
FRB20191017A 1.465852 2.949120 915.106829 883.150924 890.754454
FRB20191018C 52.813515 4.915200 171.496730 117.236445 126.950189
FRB20191018D 1.560027 1.966080 360.435977 252.940682 215.794008
FRB20191018A 3.293490 1.966080 301.349440 252.045011 257.294042
FRB20191019E 0.808671 2.949120 725.145615 668.295600 670.430589
FRB20191019F 7.293596 23.592962 910.028095 780.629132 769.839270
FRB20191019F 7.293596 23.592962 910.028095 780.629132 769.839270
FRB20191019G 13.514347 31.457283 1698.020083 1627.255709 1619.676290
FRB20191019D 1.009753 1.966080 643.213102 621.040079 622.303776
FRB20191019B 4.465088 7.864321 1668.016838 1638.190254 1640.242035
FRB20191019A 20.930397 1.966080 924.366138 790.194325 816.760178
FRB20191020C 1.086232 1.966080 578.026574 541.791862 549.154237
FRB20191021B 6.722462 1.966080 295.911152 251.786075 258.391793
FRB20191021A 14.279416 1.966080 388.666427 337.742574 342.511210
FRB20191023C 4.058012 2.949120 621.067564 575.526294 584.136710
FRB20191023B 3.701743 4.915200 469.059643 428.353346 439.695904
FRB20191023B 3.701743 4.915200 469.059643 428.353346 439.695904
FRB20191023A 2.766511 1.966080 530.540593 500.587606 508.843497
FRB20191024A 1.704330 60.948481 1109.966793 1041.861787 1039.203228
FRB20191024C 1.254608 2.949120 1183.285066 1145.920373 1152.975823
FRB20191025C 0.607274 5.898240 202.205600 120.276397 104.647075
FRB20191025B 6.215667 16.711680 469.656594 384.232114 355.179757
FRB20191025A 5.099800 15.728640 1214.904545 1187.944790 1194.281047
FRB20191028A 1.324744 1.966080 632.042597 502.806507 453.843435
FRB20191029D 5.956383 12.779520 830.450422 808.047377 808.421984
FRB20191029C 1.796864 4.915200 219.776753 197.168774 197.503001
FRB20191030E 4.399381 16.711680 663.881914 603.564568 603.283608
FRB20191030C 3.916243 2.949120 338.023698 303.922793 313.103326
FRB20191101E 1.127582 3.932160 709.639094 654.853503 658.418463
FRB20191101D 3.178539 1.966080 777.150406 736.269701 745.248425
FRB20191101C 2.352534 1.966080 1144.541245 1116.170810 1132.235571
FRB20191101B 0.400657 1.966080 453.321961 424.330874 440.960215
FRB20191101A 14.028348 1.966080 635.795445 608.175622 623.635538
FRB20191102C 12.954382 19.660800 1112.552706 1074.004202 1081.727503
FRB20191102B 1.273863 12.779520 595.622056 544.951952 549.661564
FRB20191102A 0.993658 10.813440 1106.433590 1077.841842 1081.483718
FRB20191103F 0.925306 1.966080 360.932649 269.001679 261.203079
FRB20191103E 3.242555 17.694719 356.344523 302.249422 304.610396
FRB20191103D 2.064485 2.949120 447.607476 393.448508 399.928808
FRB20191103C 0.693935 1.966080 329.343320 309.331048 310.517671
FRB20191103B 7.092840 8.847360 884.853487 856.794870 857.958497
FRB20191104E 1.430516 1.966080 215.782427 155.531328 158.910644
FRB20191104C 1.726698 1.966080 537.983838 462.086202 440.680795
FRB20191104B 1.185929 1.966080 731.936107 697.238478 704.411458
